Entity,Code,Year,"Number of daily smokers - both (IHME, GHDx (2012))"
Bulgaria,BGR,2012,2059760
Burkina Faso,BFA,1980,472464
Burkina Faso,BFA,1981,480470
Burkina Faso,BFA,1982,489166
Burkina Faso,BFA,1983,498932
Burkina Faso,BFA,1984,509557
Burkina Faso,BFA,1985,519935
Burkina Faso,BFA,1986,530824
Burkina Faso,BFA,1987,542938
Burkina Faso,BFA,1988,555632
Burkina Faso,BFA,1989,569168
Burkina Faso,BFA,1990,583978
Burkina Faso,BFA,1991,598463
Burkina Faso,BFA,1992,614201
Burkina Faso,BFA,1993,630950
Burkina Faso,BFA,1994,648859
Burkina Faso,BFA,1995,667791
Burkina Faso,BFA,1996,687083
Burkina Faso,BFA,1997,701346
Burkina Faso,BFA,1998,713930
Burkina Faso,BFA,1999,726338
Burkina Faso,BFA,2000,739313
Burkina Faso,BFA,2001,752134
Burkina Faso,BFA,2002,764324
Burkina Faso,BFA,2003,776310
Burkina Faso,BFA,2004,780171
Burkina Faso,BFA,2005,786561
Burkina Faso,BFA,2006,797067
Burkina Faso,BFA,2007,812302
Burkina Faso,BFA,2008,831870
Burkina Faso,BFA,2009,855086
Burkina Faso,BFA,2010,880741
Burkina Faso,BFA,2011,907978
Burkina Faso,BFA,2012,939331
Burundi,BDI,1980,332883
Burundi,BDI,1981,339712
Burundi,BDI,1982,345683
Burundi,BDI,1983,351611
Burundi,BDI,1984,357526
Burundi,BDI,1985,365358
Burundi,BDI,1986,374073
Burundi,BDI,1987,383636
Burundi,BDI,1988,393264
Burundi,BDI,1989,401643
Burundi,BDI,1990,408474
Burundi,BDI,1991,413926
Burundi,BDI,1992,417754
Burundi,BDI,1993,419759
Burundi,BDI,1994,420392
Burundi,BDI,1995,419996
Burundi,BDI,1996,418971
Burundi,BDI,1997,417992
Burundi,BDI,1998,418687
Burundi,BDI,1999,422415
Burundi,BDI,2000,430131
Burundi,BDI,2001,442350
Burundi,BDI,2002,459123
Burundi,BDI,2003,479585
Burundi,BDI,2004,502851
Burundi,BDI,2005,528312
Burundi,BDI,2006,556406
Burundi,BDI,2007,586565
Burundi,BDI,2008,618694
Burundi,BDI,2009,652833
Burundi,BDI,2010,688354
Burundi,BDI,2011,725571
Burundi,BDI,2012,763740
Cambodia,KHM,1980,894850
Cambodia,KHM,1981,900286
Cambodia,KHM,1982,918592
Cambodia,KHM,1983,946086
Cambodia,KHM,1984,976661
Cambodia,KHM,1985,1005948
Cambodia,KHM,1986,1032504
Cambodia,KHM,1987,1059277
Cambodia,KHM,1988,1087273
Cambodia,KHM,1989,1118170
Cambodia,KHM,1990,1153670
Cambodia,KHM,1991,1194552
Cambodia,KHM,1992,1239872
Cambodia,KHM,1993,1288607
Cambodia,KHM,1994,1335853
Cambodia,KHM,1995,1381898
Cambodia,KHM,1996,1425804
Cambodia,KHM,1997,1460788
Cambodia,KHM,1998,1495621
Cambodia,KHM,1999,1532030
Cambodia,KHM,2000,1570681
Cambodia,KHM,2001,1608745
Cambodia,KHM,2002,1647017
Cambodia,KHM,2003,1684589
Cambodia,KHM,2004,1719099
Cambodia,KHM,2005,1747146
Cambodia,KHM,2006,1777741
Cambodia,KHM,2007,1806321
Cambodia,KHM,2008,1832620
Cambodia,KHM,2009,1858134
Cambodia,KHM,2010,1888190
Cambodia,KHM,2011,1930612
Cambodia,KHM,2012,1992481
Cameroon,CMR,1980,411916
Cameroon,CMR,1981,422321
Cameroon,CMR,1982,433080
Cameroon,CMR,1983,444082
Cameroon,CMR,1984,455912
Cameroon,CMR,1985,468449
Cameroon,CMR,1986,481483
Cameroon,CMR,1987,494629
Cameroon,CMR,1988,508088
Cameroon,CMR,1989,522153
Cameroon,CMR,1990,536600
Cameroon,CMR,1991,551110
Cameroon,CMR,1992,565991
Cameroon,CMR,1993,581109
Cameroon,CMR,1994,596618
Cameroon,CMR,1995,612545
Cameroon,CMR,1996,629205
Cameroon,CMR,1997,639782
Cameroon,CMR,1998,649583
Cameroon,CMR,1999,660552
Cameroon,CMR,2000,673302
Cameroon,CMR,2001,687355
Cameroon,CMR,2002,702311
Cameroon,CMR,2003,717899
Cameroon,CMR,2004,733498
Cameroon,CMR,2005,742717
Cameroon,CMR,2006,753348
Cameroon,CMR,2007,765952
Cameroon,CMR,2008,781004
Cameroon,CMR,2009,798534
Cameroon,CMR,2010,818620
Cameroon,CMR,2011,840281
Cameroon,CMR,2012,865618
Canada,CAN,1980,7166130
Canada,CAN,1981,6990103
Canada,CAN,1982,6942431
Canada,CAN,1983,6906364
Canada,CAN,1984,6851889
Canada,CAN,1985,6794153
Canada,CAN,1986,6765748
Canada,CAN,1987,6689574
Canada,CAN,1988,6598797
Canada,CAN,1989,6527982
Canada,CAN,1990,6449225
Canada,CAN,1991,6393761
Canada,CAN,1992,6333063
Canada,CAN,1993,6270028
Canada,CAN,1994,6190721
Canada,CAN,1995,6099690
Canada,CAN,1996,6028022
Canada,CAN,1997,5904378
Canada,CAN,1998,5767848
Canada,CAN,1999,5592743
Canada,CAN,2000,5372251
Canada,CAN,2001,5131143
Canada,CAN,2002,4896329
Canada,CAN,2003,4681563
Canada,CAN,2004,4499679
Canada,CAN,2005,4361250
Canada,CAN,2006,4270240
Canada,CAN,2007,4230735
Canada,CAN,2008,4217761
Canada,CAN,2009,4242704
Canada,CAN,2010,4209177
Canada,CAN,2011,4171094
Canada,CAN,2012,4160166
Cape Verde,CPV,1980,9955
Cape Verde,CPV,1981,9962
Cape Verde,CPV,1982,10145
Cape Verde,CPV,1983,10428
Cape Verde,CPV,1984,10723
Cape Verde,CPV,1985,10947
Cape Verde,CPV,1986,11097
Cape Verde,CPV,1987,11200
Cape Verde,CPV,1988,11291
Cape Verde,CPV,1989,11426
Cape Verde,CPV,1990,11651
Cape Verde,CPV,1991,11964
Cape Verde,CPV,1992,12349
Cape Verde,CPV,1993,12781
Cape Verde,CPV,1994,13237
Cape Verde,CPV,1995,13693
Cape Verde,CPV,1996,14139
Cape Verde,CPV,1997,14574
Cape Verde,CPV,1998,15027
Cape Verde,CPV,1999,15506
Cape Verde,CPV,2000,16034
Cape Verde,CPV,2001,16608
Cape Verde,CPV,2002,17232
Cape Verde,CPV,2003,17882
Cape Verde,CPV,2004,18505
Cape Verde,CPV,2005,19088
Cape Verde,CPV,2006,19592
Cape Verde,CPV,2007,20055
Cape Verde,CPV,2008,20527
Cape Verde,CPV,2009,21032
Cape Verde,CPV,2010,21584
Cape Verde,CPV,2011,22194
Cape Verde,CPV,2012,22855
Central African Republic,CAF,1980,109972
Central African Republic,CAF,1981,113458
Central African Republic,CAF,1982,117252
Central African Republic,CAF,1983,121010
Central African Republic,CAF,1984,124609
Central African Republic,CAF,1985,127768
Central African Republic,CAF,1986,130405
Central African Republic,CAF,1987,132452
Central African Republic,CAF,1988,134212
Central African Republic,CAF,1989,136139
Central African Republic,CAF,1990,138513
Central African Republic,CAF,1991,141446
Central African Republic,CAF,1992,144795
Central African Republic,CAF,1993,148440
Central African Republic,CAF,1994,152160
Central African Republic,CAF,1995,155864
Central African Republic,CAF,1996,159355
Central African Republic,CAF,1997,163142
Central African Republic,CAF,1998,167014
Central African Republic,CAF,1999,170720
Central African Republic,CAF,2000,174166
Central African Republic,CAF,2001,177345
Central African Republic,CAF,2002,180344
Central African Republic,CAF,2003,183295
Central African Republic,CAF,2004,186659
Central African Republic,CAF,2005,190544
Central African Republic,CAF,2006,194877
Central African Republic,CAF,2007,199795
Central African Republic,CAF,2008,205092
Central African Republic,CAF,2009,210536
Central African Republic,CAF,2010,216146
Central African Republic,CAF,2011,221779
Central African Republic,CAF,2012,227460
Chad,TCD,1980,183784
Chad,TCD,1981,186768
Chad,TCD,1982,190017
Chad,TCD,1983,193562
Chad,TCD,1984,197524
Chad,TCD,1985,201835
Chad,TCD,1986,206593
Chad,TCD,1987,211837
Chad,TCD,1988,217252
Chad,TCD,1989,222840
Chad,TCD,1990,228596
Chad,TCD,1991,234287
Chad,TCD,1992,240207
Chad,TCD,1993,246404
Chad,TCD,1994,252976
Chad,TCD,1995,260096
Chad,TCD,1996,267654
Chad,TCD,1997,275256
Chad,TCD,1998,283402
Chad,TCD,1999,292377
Chad,TCD,2000,302215
Chad,TCD,2001,312708
Chad,TCD,2002,323846
Chad,TCD,2003,335601
Chad,TCD,2004,347067
Chad,TCD,2005,358696
Chad,TCD,2006,370591
Chad,TCD,2007,382316
Chad,TCD,2008,394405
Chad,TCD,2009,406912
Chad,TCD,2010,420213
Chad,TCD,2011,434156
Chad,TCD,2012,448334
Chile,CHL,1980,2650399
Chile,CHL,1981,2711960
Chile,CHL,1982,2779167
Chile,CHL,1983,2848293
Chile,CHL,1984,2917797
Chile,CHL,1985,2989474
Chile,CHL,1986,3063601
Chile,CHL,1987,3139090
Chile,CHL,1988,3217153
Chile,CHL,1989,3297825
Chile,CHL,1990,3382732
Chile,CHL,1991,3469204
Chile,CHL,1992,3553695
Chile,CHL,1993,3639119
Chile,CHL,1994,3726079
Chile,CHL,1995,3811405
Chile,CHL,1996,3894049
Chile,CHL,1997,3918566
Chile,CHL,1998,3943501
Chile,CHL,1999,3963035
Chile,CHL,2000,3965533
Chile,CHL,2001,3900000
Chile,CHL,2002,3832320
Chile,CHL,2003,3771233
Chile,CHL,2004,3674335
Chile,CHL,2005,3593736
Chile,CHL,2006,3540185
Chile,CHL,2007,3570236
Chile,CHL,2008,3630699
Chile,CHL,2009,3710267
Chile,CHL,2010,3786592
Chile,CHL,2011,3858663
Chile,CHL,2012,3923926
China,CHN,1980,182134868
China,CHN,1981,189686844
China,CHN,1982,197400824
China,CHN,1983,205085745
China,CHN,1984,212631495
China,CHN,1985,218120866
China,CHN,1986,223101113
China,CHN,1987,227722450
China,CHN,1988,232092410
China,CHN,1989,236188754
China,CHN,1990,240111211
China,CHN,1991,244015600
China,CHN,1992,248100064
China,CHN,1993,252423859
China,CHN,1994,256706521
China,CHN,1995,261196167
China,CHN,1996,265390895
China,CHN,1997,265903437
China,CHN,1998,265386344
China,CHN,1999,264084665
China,CHN,2000,260078302
China,CHN,2001,256005262
China,CHN,2002,253010704
China,CHN,2003,252705079
China,CHN,2004,253628288
China,CHN,2005,254349797
China,CHN,2006,255148820
China,CHN,2007,256260430
China,CHN,2008,259640537
China,CHN,2009,264132592
China,CHN,2010,269215211
China,CHN,2011,275388821
China,CHN,2012,281714540
Colombia,COL,1980,2548818
Colombia,COL,1981,2563604
Colombia,COL,1982,2599192
Colombia,COL,1983,2649698
Colombia,COL,1984,2702935
Colombia,COL,1985,2755359
Colombia,COL,1986,2797766
Colombia,COL,1987,2832185
Colombia,COL,1988,2867127
Colombia,COL,1989,2901078
Colombia,COL,1990,2933994
Colombia,COL,1991,2975454
Colombia,COL,1992,3015171
Colombia,COL,1993,3053982
Colombia,COL,1994,3084461
Colombia,COL,1995,3115466
Colombia,COL,1996,3160521
Colombia,COL,1997,3162924
Colombia,COL,1998,3194948
Colombia,COL,1999,3251083
Colombia,COL,2000,3307089
Colombia,COL,2001,3364376
Colombia,COL,2002,3417204
Colombia,COL,2003,3458024
Colombia,COL,2004,3486683
Colombia,COL,2005,3487442
Colombia,COL,2006,3482269
Colombia,COL,2007,3483700
Colombia,COL,2008,3490329
Colombia,COL,2009,3591359
Colombia,COL,2010,3713005
Colombia,COL,2011,3798307
Colombia,COL,2012,3874289
Comoros,COM,1980,21971
Comoros,COM,1981,22645
Comoros,COM,1982,23278
Comoros,COM,1983,23884
Comoros,COM,1984,24498
Comoros,COM,1985,25146
Comoros,COM,1986,25857
Comoros,COM,1987,26625
Comoros,COM,1988,27453
Comoros,COM,1989,28343
Comoros,COM,1990,29304
Comoros,COM,1991,30328
Comoros,COM,1992,31437
Comoros,COM,1993,32629
Comoros,COM,1994,33893
Comoros,COM,1995,35244
Comoros,COM,1996,36674
Comoros,COM,1997,37600
Comoros,COM,1998,38366
Comoros,COM,1999,39122
Comoros,COM,2000,39904
Comoros,COM,2001,40689
Comoros,COM,2002,41455
Comoros,COM,2003,42119
Comoros,COM,2004,41811
Comoros,COM,2005,41463
Comoros,COM,2006,41248
Comoros,COM,2007,41172
Comoros,COM,2008,41277
Comoros,COM,2009,41540
Comoros,COM,2010,41912
Comoros,COM,2011,42409
Comoros,COM,2012,43332
Congo,COG,1980,88164
Congo,COG,1981,90205
Congo,COG,1982,92221
Congo,COG,1983,94327
Congo,COG,1984,96521
Congo,COG,1985,98907
Congo,COG,1986,101526
Congo,COG,1987,104306
Congo,COG,1988,107129
Congo,COG,1989,110024
Congo,COG,1990,113094
Congo,COG,1991,116284
Congo,COG,1992,119520
Congo,COG,1993,123021
Congo,COG,1994,126896
Congo,COG,1995,131031
Congo,COG,1996,135415
Congo,COG,1997,140191
Congo,COG,1998,145061
Congo,COG,1999,150006
Congo,COG,2000,154668
Congo,COG,2001,159052
Congo,COG,2002,163221
Congo,COG,2003,167511
Congo,COG,2004,172081
Congo,COG,2005,177193
Congo,COG,2006,182971
Congo,COG,2007,189405
Congo,COG,2008,195941
Congo,COG,2009,202214
Congo,COG,2010,207742
Congo,COG,2011,212726
Congo,COG,2012,217553
Costa Rica,CRI,1980,152579
Costa Rica,CRI,1981,157310
Costa Rica,CRI,1982,162899
Costa Rica,CRI,1983,168518
Costa Rica,CRI,1984,173835
Costa Rica,CRI,1985,179172
Costa Rica,CRI,1986,184242
Costa Rica,CRI,1987,189161
Costa Rica,CRI,1988,193991
Costa Rica,CRI,1989,198121
Costa Rica,CRI,1990,201922
Costa Rica,CRI,1991,205641
Costa Rica,CRI,1992,208832
Costa Rica,CRI,1993,211988
Costa Rica,CRI,1994,212565
Costa Rica,CRI,1995,213847
Costa Rica,CRI,1996,217740
Costa Rica,CRI,1997,224301
Costa Rica,CRI,1998,233877
Costa Rica,CRI,1999,245920
Costa Rica,CRI,2000,260749
Costa Rica,CRI,2001,277825
Costa Rica,CRI,2002,296420
Costa Rica,CRI,2003,315313
Costa Rica,CRI,2004,334328
Costa Rica,CRI,2005,352473
Costa Rica,CRI,2006,368962
Costa Rica,CRI,2007,384068
Costa Rica,CRI,2008,398507
Costa Rica,CRI,2009,413251
Costa Rica,CRI,2010,426496
Costa Rica,CRI,2011,435146
Costa Rica,CRI,2012,442921
Cote d'Ivoire,CIV,1980,420580
Cote d'Ivoire,CIV,1981,437809
Cote d'Ivoire,CIV,1982,455811
Cote d'Ivoire,CIV,1983,474200
Cote d'Ivoire,CIV,1984,492936
Cote d'Ivoire,CIV,1985,511850
Cote d'Ivoire,CIV,1986,530286
Cote d'Ivoire,CIV,1987,548612
Cote d'Ivoire,CIV,1988,566986
Cote d'Ivoire,CIV,1989,585971
Cote d'Ivoire,CIV,1990,605785
Cote d'Ivoire,CIV,1991,625896
Cote d'Ivoire,CIV,1992,646380
Cote d'Ivoire,CIV,1993,667320
Cote d'Ivoire,CIV,1994,687809
Cote d'Ivoire,CIV,1995,706462
Cote d'Ivoire,CIV,1996,723616
Cote d'Ivoire,CIV,1997,738791
Cote d'Ivoire,CIV,1998,755524
Cote d'Ivoire,CIV,1999,771869
Cote d'Ivoire,CIV,2000,786677
Cote d'Ivoire,CIV,2001,799527
Cote d'Ivoire,CIV,2002,811056
Cote d'Ivoire,CIV,2003,823704
Cote d'Ivoire,CIV,2004,847352
Cote d'Ivoire,CIV,2005,877954
Cote d'Ivoire,CIV,2006,914200
Cote d'Ivoire,CIV,2007,954459
Cote d'Ivoire,CIV,2008,997910
Cote d'Ivoire,CIV,2009,1043304
Cote d'Ivoire,CIV,2010,1092753
Cote d'Ivoire,CIV,2011,1143683
Cote d'Ivoire,CIV,2012,1194513
Croatia,HRV,1980,897308
Croatia,HRV,1981,907691
Croatia,HRV,1982,917845
Croatia,HRV,1983,928145
Croatia,HRV,1984,940437
Croatia,HRV,1985,954496
Croatia,HRV,1986,971224
Croatia,HRV,1987,989142
Croatia,HRV,1988,1006843
Croatia,HRV,1989,1021917
Croatia,HRV,1990,1031694
Croatia,HRV,1991,1033342
Croatia,HRV,1992,1029038
Croatia,HRV,1993,1020873
Croatia,HRV,1994,1012847
Croatia,HRV,1995,1006557
Croatia,HRV,1996,995296
Croatia,HRV,1997,981955
Croatia,HRV,1998,972677
Croatia,HRV,1999,965672
Croatia,HRV,2000,963027
Croatia,HRV,2001,964064
Croatia,HRV,2002,968655
Croatia,HRV,2003,976708
Croatia,HRV,2004,987888
Croatia,HRV,2005,999031
Croatia,HRV,2006,1009053
Croatia,HRV,2007,1018166
Croatia,HRV,2008,1026135
Croatia,HRV,2009,1029523
Croatia,HRV,2010,1029750
Croatia,HRV,2011,1027558
Croatia,HRV,2012,1022722
Cuba,CUB,1980,1468853
Cuba,CUB,1981,1460280
Cuba,CUB,1982,1446883
Cuba,CUB,1983,1434526
Cuba,CUB,1984,1421352
Cuba,CUB,1985,1416371
Cuba,CUB,1986,1417305
Cuba,CUB,1987,1424389
Cuba,CUB,1988,1431409
Cuba,CUB,1989,1439465
Cuba,CUB,1990,1452023
Cuba,CUB,1991,1472953
Cuba,CUB,1992,1506200
Cuba,CUB,1993,1548683
Cuba,CUB,1994,1588324
Cuba,CUB,1995,1623964
Cuba,CUB,1996,1649775
Cuba,CUB,1997,1661586
Cuba,CUB,1998,1670362
Cuba,CUB,1999,1671240
Cuba,CUB,2000,1666079
Cuba,CUB,2001,1657751
Cuba,CUB,2002,1648442
Cuba,CUB,2003,1638706
Cuba,CUB,2004,1629087
Cuba,CUB,2005,1616363
Cuba,CUB,2006,1598845
Cuba,CUB,2007,1581908
Cuba,CUB,2008,1572078
Cuba,CUB,2009,1565049
Cuba,CUB,2010,1560819
Cuba,CUB,2011,1558871
Cuba,CUB,2012,1557423
Cyprus,CYP,1980,156223
Cyprus,CYP,1981,157136
Cyprus,CYP,1982,158068
Cyprus,CYP,1983,158972
Cyprus,CYP,1984,159961
Cyprus,CYP,1985,160918
Cyprus,CYP,1986,161882
Cyprus,CYP,1987,163036
Cyprus,CYP,1988,164461
Cyprus,CYP,1989,166093
Cyprus,CYP,1990,167940
Cyprus,CYP,1991,169798
Cyprus,CYP,1992,171901
Cyprus,CYP,1993,173969
Cyprus,CYP,1994,176262
Cyprus,CYP,1995,178892
Cyprus,CYP,1996,181671
Cyprus,CYP,1997,179692
Cyprus,CYP,1998,179351
Cyprus,CYP,1999,180124
Cyprus,CYP,2000,182977
Cyprus,CYP,2001,186618
Cyprus,CYP,2002,191084
Cyprus,CYP,2003,194740
Cyprus,CYP,2004,198131
Cyprus,CYP,2005,201257
Cyprus,CYP,2006,201405
Cyprus,CYP,2007,203458
Cyprus,CYP,2008,206444
Cyprus,CYP,2009,210413
Cyprus,CYP,2010,217310
Cyprus,CYP,2011,226357
Cyprus,CYP,2012,233246
Czech Republic,CZE,1980,1982081
Czech Republic,CZE,1981,1980462
Czech Republic,CZE,1982,1982686
Czech Republic,CZE,1983,1989211
Czech Republic,CZE,1984,1999209
Czech Republic,CZE,1985,2011997
Czech Republic,CZE,1986,2025614
Czech Republic,CZE,1987,2040662
Czech Republic,CZE,1988,2058223
Czech Republic,CZE,1989,2076997
Czech Republic,CZE,1990,2096032
Czech Republic,CZE,1991,2124391
Czech Republic,CZE,1992,2151085
Czech Republic,CZE,1993,2176263
Czech Republic,CZE,1994,2181712
Czech Republic,CZE,1995,2175015
Czech Republic,CZE,1996,2159704
Czech Republic,CZE,1997,2143280
Czech Republic,CZE,1998,2136314
Czech Republic,CZE,1999,2136457
Czech Republic,CZE,2000,2146402
Czech Republic,CZE,2001,2161287
Czech Republic,CZE,2002,2184118
Czech Republic,CZE,2003,2224197
Czech Republic,CZE,2004,2247459
Czech Republic,CZE,2005,2252112
Czech Republic,CZE,2006,2230375
Czech Republic,CZE,2007,2196232
Czech Republic,CZE,2008,2161838
Czech Republic,CZE,2009,2144662
Czech Republic,CZE,2010,2129772
Czech Republic,CZE,2011,2118243
Czech Republic,CZE,2012,2119660
Democratic Republic of Congo,COD,1980,1147056
Democratic Republic of Congo,COD,1981,1176274
Democratic Republic of Congo,COD,1982,1205431
Democratic Republic of Congo,COD,1983,1235723
Democratic Republic of Congo,COD,1984,1267508
Democratic Republic of Congo,COD,1985,1300723
Democratic Republic of Congo,COD,1986,1335753
Democratic Republic of Congo,COD,1987,1372224
Democratic Republic of Congo,COD,1988,1411336
Democratic Republic of Congo,COD,1989,1454635
Democratic Republic of Congo,COD,1990,1502892
Democratic Republic of Congo,COD,1991,1557144
Democratic Republic of Congo,COD,1992,1617207
Democratic Republic of Congo,COD,1993,1678421
Democratic Republic of Congo,COD,1994,1735230
Democratic Republic of Congo,COD,1995,1785397
Democratic Republic of Congo,COD,1996,1828552
Democratic Republic of Congo,COD,1997,1869310
Democratic Republic of Congo,COD,1998,1907643
Democratic Republic of Congo,COD,1999,1947133
Democratic Republic of Congo,COD,2000,1992488
Democratic Republic of Congo,COD,2001,2045592
Democratic Republic of Congo,COD,2002,2105336
Democratic Republic of Congo,COD,2003,2170103
Democratic Republic of Congo,COD,2004,2238027
Democratic Republic of Congo,COD,2005,2307838
Democratic Republic of Congo,COD,2006,2379680
Democratic Republic of Congo,COD,2007,2454856
Democratic Republic of Congo,COD,2008,2532322
Democratic Republic of Congo,COD,2009,2611414
Democratic Republic of Congo,COD,2010,2693344
Democratic Republic of Congo,COD,2011,2779489
Democratic Republic of Congo,COD,2012,2870564
Denmark,DNK,1980,1531390
Denmark,DNK,1981,1541261
Denmark,DNK,1982,1550241
Denmark,DNK,1983,1556883
Denmark,DNK,1984,1560581
Denmark,DNK,1985,1562735
Denmark,DNK,1986,1563243
Denmark,DNK,1987,1560605
Denmark,DNK,1988,1559068
Denmark,DNK,1989,1562899
Denmark,DNK,1990,1569401
Denmark,DNK,1991,1578013
Denmark,DNK,1992,1580129
Denmark,DNK,1993,1576245
Denmark,DNK,1994,1565842
Denmark,DNK,1995,1545034
Denmark,DNK,1996,1516619
Denmark,DNK,1997,1475541
Denmark,DNK,1998,1437530
Denmark,DNK,1999,1402809
Denmark,DNK,2000,1365697
Denmark,DNK,2001,1325322
Denmark,DNK,2002,1282647
Denmark,DNK,2003,1235025
Denmark,DNK,2004,1187228
Denmark,DNK,2005,1140919
Denmark,DNK,2006,1092553
Denmark,DNK,2007,1043425
Denmark,DNK,2008,991830
Denmark,DNK,2009,943492
Denmark,DNK,2010,903849
Denmark,DNK,2011,875177
Denmark,DNK,2012,861253
Djibouti,DJI,1980,40162
Djibouti,DJI,1981,42091
Djibouti,DJI,1982,43554
Djibouti,DJI,1983,44915
Djibouti,DJI,1984,46696
Djibouti,DJI,1985,49247
Djibouti,DJI,1986,52723
Djibouti,DJI,1987,56957
Djibouti,DJI,1988,61519
Djibouti,DJI,1989,65841
Djibouti,DJI,1990,69546
Djibouti,DJI,1991,72486
Djibouti,DJI,1992,74820
Djibouti,DJI,1993,76753
Djibouti,DJI,1994,78582
Djibouti,DJI,1995,80558
Djibouti,DJI,1996,82718
Djibouti,DJI,1997,84709
Djibouti,DJI,1998,86896
Djibouti,DJI,1999,89178
Djibouti,DJI,2000,91477
Djibouti,DJI,2001,93745
Djibouti,DJI,2002,95988
Djibouti,DJI,2003,98229
Djibouti,DJI,2004,100424
Djibouti,DJI,2005,102722
Djibouti,DJI,2006,105214
Djibouti,DJI,2007,107715
Djibouti,DJI,2008,110482
Djibouti,DJI,2009,113340
Djibouti,DJI,2010,116287
Djibouti,DJI,2011,119325
Djibouti,DJI,2012,122406
Dominica,DMA,1980,2899
Dominica,DMA,1981,2896
Dominica,DMA,1982,2917
Dominica,DMA,1983,2946
Dominica,DMA,1984,2942
Dominica,DMA,1985,2918
Dominica,DMA,1986,2895
Dominica,DMA,1987,2874
Dominica,DMA,1988,2852
Dominica,DMA,1989,2821
Dominica,DMA,1990,2768
Dominica,DMA,1991,2776
Dominica,DMA,1992,2790
Dominica,DMA,1993,2803
Dominica,DMA,1994,2832
Dominica,DMA,1995,2858
Dominica,DMA,1996,2842
Dominica,DMA,1997,2801
Dominica,DMA,1998,2777
Dominica,DMA,1999,2779
Dominica,DMA,2000,2788
Dominica,DMA,2001,2793
Dominica,DMA,2002,2798
Dominica,DMA,2003,2796
Dominica,DMA,2004,2797
Dominica,DMA,2005,2804
Dominica,DMA,2006,2807
Dominica,DMA,2007,2810
Dominica,DMA,2008,2815
Dominica,DMA,2009,2822
Dominica,DMA,2010,2830
Dominica,DMA,2011,2841
Dominica,DMA,2012,2854
Dominican Republic,DOM,1980,521951
Dominican Republic,DOM,1981,537380
Dominican Republic,DOM,1982,553819
Dominican Republic,DOM,1983,570803
Dominican Republic,DOM,1984,588989
Dominican Republic,DOM,1985,609623
Dominican Republic,DOM,1986,631464
Dominican Republic,DOM,1987,652597
Dominican Republic,DOM,1988,675081
Dominican Republic,DOM,1989,698274
Dominican Republic,DOM,1990,724405
Dominican Republic,DOM,1991,751412
Dominican Republic,DOM,1992,777208
Dominican Republic,DOM,1993,800414
Dominican Republic,DOM,1994,821346
Dominican Republic,DOM,1995,838714
Dominican Republic,DOM,1996,851078
Dominican Republic,DOM,1997,811154
Dominican Republic,DOM,1998,777673
Dominican Republic,DOM,1999,752722
Dominican Republic,DOM,2000,732855
Dominican Republic,DOM,2001,718044
Dominican Republic,DOM,2002,707440
Dominican Republic,DOM,2003,701283
Dominican Republic,DOM,2004,698353
Dominican Republic,DOM,2005,696684
Dominican Republic,DOM,2006,696432
Dominican Republic,DOM,2007,698668
Dominican Republic,DOM,2008,713162
Dominican Republic,DOM,2009,731530
Dominican Republic,DOM,2010,751484
Dominican Republic,DOM,2011,772920
Dominican Republic,DOM,2012,794842
Ecuador,ECU,1980,392001
Ecuador,ECU,1981,403565
Ecuador,ECU,1982,416483
Ecuador,ECU,1983,430795
Ecuador,ECU,1984,445666
Ecuador,ECU,1985,461327
Ecuador,ECU,1986,477656
Ecuador,ECU,1987,495446
Ecuador,ECU,1988,513115
Ecuador,ECU,1989,531570
Ecuador,ECU,1990,550519
Ecuador,ECU,1991,568963
Ecuador,ECU,1992,586963
Ecuador,ECU,1993,604381
Ecuador,ECU,1994,620577
Ecuador,ECU,1995,635504
Ecuador,ECU,1996,648580
Ecuador,ECU,1997,646691
Ecuador,ECU,1998,644727
Ecuador,ECU,1999,624861
Ecuador,ECU,2000,604784
Ecuador,ECU,2001,586706
Ecuador,ECU,2002,571904
Ecuador,ECU,2003,561491
Ecuador,ECU,2004,567717
Ecuador,ECU,2005,561288
Ecuador,ECU,2006,570775
Ecuador,ECU,2007,584874
Ecuador,ECU,2008,601798
Ecuador,ECU,2009,621904
Ecuador,ECU,2010,643370
Ecuador,ECU,2011,664815
Ecuador,ECU,2012,685996
Egypt,EGY,1980,4244024
Egypt,EGY,1981,4357565
Egypt,EGY,1982,4473860
Egypt,EGY,1983,4592624
Egypt,EGY,1984,4713507
Egypt,EGY,1985,4836746
Egypt,EGY,1986,4965085
Egypt,EGY,1987,5101377
Egypt,EGY,1988,5247028
Egypt,EGY,1989,5392056
Egypt,EGY,1990,5532934
Egypt,EGY,1991,5669943
Egypt,EGY,1992,5803933
Egypt,EGY,1993,5936760
Egypt,EGY,1994,6070173
Egypt,EGY,1995,6206966
Egypt,EGY,1996,6352381
Egypt,EGY,1997,6441400
Egypt,EGY,1998,6553906
Egypt,EGY,1999,6680331
Egypt,EGY,2000,6814722
Egypt,EGY,2001,6957251
Egypt,EGY,2002,7102949
Egypt,EGY,2003,7160985
Egypt,EGY,2004,7247467
Egypt,EGY,2005,7389130
Egypt,EGY,2006,7721825
Egypt,EGY,2007,8122593
Egypt,EGY,2008,8564215
Egypt,EGY,2009,9024296
Egypt,EGY,2010,9433610
Egypt,EGY,2011,9874626
Egypt,EGY,2012,10189096
El Salvador,SLV,1980,287316
El Salvador,SLV,1981,289917
